    Finished `release` profile [optimized] target(s) in 0.02s
     Running `target/release/tester ../a.out`
Iteration: 10000, Current cost: 154545, Best cost: 150921, max_g_num: 9, Temp: 124.369531 
Iteration: 20000, Current cost: 153452, Best cost: 150782, max_g_num: 9, Temp: 117.261116 
Iteration: 30000, Current cost: 153510, Best cost: 150781, max_g_num: 8, Temp: 111.795383 
Iteration: 40000, Current cost: 151143, Best cost: 149798, max_g_num: 8, Temp: 105.251036 
Iteration: 50000, Current cost: 150380, Best cost: 149120, max_g_num: 8, Temp: 99.441898 
Iteration: 60000, Current cost: 148487, Best cost: 148127, max_g_num: 7, Temp: 93.620161 
Iteration: 70000, Current cost: 148340, Best cost: 147635, max_g_num: 7, Temp: 87.700030 
Iteration: 80000, Current cost: 147299, Best cost: 146593, max_g_num: 6, Temp: 81.271999 
Iteration: 90000, Current cost: 147055, Best cost: 146593, max_g_num: 6, Temp: 75.385106 
Iteration: 100000, Current cost: 145423, Best cost: 144627, max_g_num: 6, Temp: 70.097931 
Iteration: 110000, Current cost: 144404, Best cost: 143877, max_g_num: 5, Temp: 64.385137 
Iteration: 120000, Current cost: 144612, Best cost: 143877, max_g_num: 5, Temp: 58.460458 
Iteration: 130000, Current cost: 143265, Best cost: 142898, max_g_num: 5, Temp: 52.988709 
Iteration: 140000, Current cost: 142933, Best cost: 142830, max_g_num: 4, Temp: 47.209102 
Iteration: 150000, Current cost: 142494, Best cost: 142494, max_g_num: 4, Temp: 41.545667 
Iteration: 160000, Current cost: 141846, Best cost: 141789, max_g_num: 4, Temp: 36.131912 
Iteration: 170000, Current cost: 141475, Best cost: 141452, max_g_num: 3, Temp: 29.901580 
Iteration: 180000, Current cost: 141356, Best cost: 141290, max_g_num: 3, Temp: 23.704903 
Iteration: 190000, Current cost: 141245, Best cost: 141198, max_g_num: 3, Temp: 18.414104 
Iteration: 200000, Current cost: 141264, Best cost: 141198, max_g_num: 2, Temp: 10.430191 
Iteration: 210000, Current cost: 141038, Best cost: 141038, max_g_num: 2, Temp: 4.109201 
Iteration: 215208, Best cost: 140975 
Score = 202441
