    Finished `release` profile [optimized] target(s) in 0.02s
     Running `target/release/tester ../a.out`
Iteration: 10000, Current cost: 100155, Best cost: 97876, max_g_num: 9, Temp: 124.578495 
Iteration: 20000, Current cost: 98986, Best cost: 97357, max_g_num: 9, Temp: 119.277536 
Iteration: 30000, Current cost: 96398, Best cost: 95318, max_g_num: 9, Temp: 113.920142 
Iteration: 40000, Current cost: 95609, Best cost: 95318, max_g_num: 8, Temp: 109.368611 
Iteration: 50000, Current cost: 95707, Best cost: 95214, max_g_num: 8, Temp: 104.142476 
Iteration: 60000, Current cost: 93951, Best cost: 93368, max_g_num: 8, Temp: 98.497158 
Iteration: 70000, Current cost: 94341, Best cost: 93368, max_g_num: 7, Temp: 93.546999 
Iteration: 80000, Current cost: 94955, Best cost: 93368, max_g_num: 7, Temp: 87.948698 
Iteration: 90000, Current cost: 94471, Best cost: 93144, max_g_num: 7, Temp: 83.538519 
Iteration: 100000, Current cost: 93384, Best cost: 93073, max_g_num: 6, Temp: 79.218841 
Iteration: 110000, Current cost: 91850, Best cost: 91552, max_g_num: 6, Temp: 72.388709 
Iteration: 120000, Current cost: 91259, Best cost: 90447, max_g_num: 6, Temp: 67.217314 
Iteration: 130000, Current cost: 91244, Best cost: 90447, max_g_num: 5, Temp: 62.897372 
Iteration: 140000, Current cost: 89898, Best cost: 89216, max_g_num: 5, Temp: 57.361043 
Iteration: 150000, Current cost: 89788, Best cost: 88966, max_g_num: 5, Temp: 53.063578 
Iteration: 160000, Current cost: 89966, Best cost: 88966, max_g_num: 4, Temp: 47.938964 
Iteration: 170000, Current cost: 88125, Best cost: 88123, max_g_num: 4, Temp: 43.243484 
Iteration: 180000, Current cost: 88018, Best cost: 87910, max_g_num: 4, Temp: 37.689711 
Iteration: 190000, Current cost: 88247, Best cost: 87888, max_g_num: 3, Temp: 32.255476 
Iteration: 200000, Current cost: 88289, Best cost: 87888, max_g_num: 3, Temp: 27.892487 
Iteration: 210000, Current cost: 87908, Best cost: 87867, max_g_num: 3, Temp: 22.539264 
Iteration: 220000, Current cost: 87662, Best cost: 87662, max_g_num: 3, Temp: 18.011905 
Iteration: 230000, Current cost: 87694, Best cost: 87634, max_g_num: 2, Temp: 13.946711 
Iteration: 240000, Current cost: 87703, Best cost: 87634, max_g_num: 2, Temp: 9.268438 
Iteration: 250000, Current cost: 87684, Best cost: 87634, max_g_num: 2, Temp: 3.676436 
Iteration: 254533, Best cost: 87634 
Score = 214284
