    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `target/release/tester ../a.out`
Iteration: 10000, Current cost: 163764, Best cost: 160493, max_g_num: 9, Temp: 122.208487 
Iteration: 20000, Current cost: 157814, Best cost: 157670, max_g_num: 9, Temp: 115.511398 
Iteration: 30000, Current cost: 160498, Best cost: 157268, max_g_num: 8, Temp: 109.421634 
Iteration: 40000, Current cost: 161261, Best cost: 157268, max_g_num: 8, Temp: 102.304917 
Iteration: 50000, Current cost: 160503, Best cost: 157268, max_g_num: 7, Temp: 95.769920 
Iteration: 60000, Current cost: 157172, Best cost: 155645, max_g_num: 7, Temp: 88.151846 
Iteration: 70000, Current cost: 154626, Best cost: 154080, max_g_num: 6, Temp: 80.372219 
Iteration: 80000, Current cost: 151913, Best cost: 151737, max_g_num: 6, Temp: 73.842257 
Iteration: 90000, Current cost: 151693, Best cost: 151181, max_g_num: 6, Temp: 67.445082 
Iteration: 100000, Current cost: 151617, Best cost: 150715, max_g_num: 5, Temp: 60.205687 
Iteration: 110000, Current cost: 149763, Best cost: 149675, max_g_num: 5, Temp: 53.234193 
Iteration: 120000, Current cost: 149633, Best cost: 149369, max_g_num: 4, Temp: 46.623460 
Iteration: 130000, Current cost: 148980, Best cost: 148952, max_g_num: 4, Temp: 40.681025 
Iteration: 140000, Current cost: 148977, Best cost: 148624, max_g_num: 4, Temp: 34.011680 
Iteration: 150000, Current cost: 148656, Best cost: 148553, max_g_num: 3, Temp: 28.103325 
Iteration: 160000, Current cost: 148363, Best cost: 148352, max_g_num: 3, Temp: 21.421667 
Iteration: 170000, Current cost: 148422, Best cost: 148332, max_g_num: 2, Temp: 15.157845 
Iteration: 180000, Current cost: 148130, Best cost: 148130, max_g_num: 2, Temp: 7.711983 
Iteration: 188937, Best cost: 148086 
Score = 190471
